order_id,order_ts,region,category,customer_id,units,unit_price,discount,shipping_cost
0,2026-01-13 00:28:02,Centro,Moda,35511,5,404.92,0.15,10.91
1,2026-01-31 18:16:55,Norte,Moda,856,6,134.62,0.05,12.48
2,2026-02-20 01:21:52,Norte,Tecnologia,21098,3,424.96,0.0,5.46
3,2026-02-05 15:02:24,Centro,Tecnologia,21728,6,249.68,0.0,15.27
4,2026-02-18 07:03:16,Norte,Tecnologia,25026,1,174.88,0.1,3.23
5,2026-01-28 18:51:12,Sur,Deportes,15550,2,286.81,0.0,4.05
6,2026-01-13 07:29:41,Centro,Tecnologia,12489,3,416.44,0.0,17.8
7,2026-01-12 23:47:56,Centro,Tecnologia,16252,4,383.94,0.05,8.48
8,2026-01-30 16:10:50,Centro,Hogar,9551,7,224.86,0.0,10.86
9,2026-02-01 04:43:22,Occidente,Tecnologia,7058,4,289.32,0.15,6.06
10,2026-01-18 11:49:17,Occidente,Moda,10773,3,131.52,0.1,10.96
11,2026-01-12 06:30:26,Norte,Tecnologia,36726,4,388.91,0.1,12.67
12,2026-01-30 11:17:07,Occidente,Hogar,3617,1,275.7,0.1,11.8
13,2026-01-17 14:40:06,Centro,Tecnologia,23130,3,356.34,0.0,17.78
14,2026-01-16 10:09:43,Centro,Tecnologia,27618,6,166.55,0.0,1.07
15,2026-02-14 11:12:47,Occidente,Hogar,9200,4,307.18,0.1,12.42
16,2026-01-12 00:28:43,Norte,Hogar,29470,1,192.44,0.15,10.23
17,2026-02-02 13:10:02,Sur,Moda,32434,2,137.95,0.0,13.81
18,2026-01-01 01:04:59,Sur,Tecnologia,27843,1,99.3,0.1,8.32
19,2026-02-20 23:01:49,Centro,Deportes,39892,5,318.92,0.0,1.76
20,2026-02-22 23:18:56,Sur,Moda,8246,3,158.02,0.05,12.12
21,2026-02-17 12:24:25,Occidente,Moda,29124,5,368.14,0.1,4.39
22,2026-02-10 18:09:26,Centro,Tecnologia,18696,6,70.29,0.05,11.81
23,2026-01-15 15:41:44,Centro,Tecnologia,22311,7,202.88,0.1,12.13
24,2026-02-16 19:28:12,Sur,Deportes,2113,2,301.69,0.05,1.91
25,2026-01-12 04:50:17,Occidente,Moda,28821,4,34.95,0.0,8.89
26,2026-02-07 11:40:57,Occidente,Moda,34410,2,269.03,0.0,14.81
27,2026-02-28 01:20:15,Centro,Hogar,34310,3,367.66,0.15,4.37
28,2026-01-09 22:52:48,Sur,Deportes,19627,5,437.11,0.0,16.03
29,2026-02-09 12:42:57,Sur,Tecnologia,26904,2,116.4,0.05,17.71
30,2026-01-08 00:15:20,Centro,Tecnologia,23192,2,343.02,0.0,3.06
31,2026-01-17 13:01:19,Sur,Tecnologia,20349,1,291.87,0.05,10.54
32,2026-01-26 07:51:41,Norte,Hogar,36147,4,99.07,0.15,4.36
33,2026-01-13 00:44:28,Centro,Hogar,19480,4,198.98,0.15,3.66
34,2026-02-23 06:23:25,Centro,Tecnologia,17850,3,74.3,0.0,9.69
35,2026-02-06 21:05:29,Sur,Hogar,30476,1,327.97,0.1,14.29
36,2026-02-20 12:04:25,Sur,Hogar,25221,4,158.71,0.05,13.3
37,2026-02-08 12:05:15,Occidente,Hogar,7617,4,171.8,0.0,17.75
38,2026-01-23 00:30:11,Norte,Hogar,19763,6,104.75,0.0,17.98
39,2026-02-23 00:42:41,Centro,Deportes,11619,4,378.53,0.05,5.61
40,2026-01-28 07:02:19,Norte,Tecnologia,11946,3,60.91,0.0,5.46
41,2026-02-27 12:15:55,Sur,Tecnologia,22944,4,154.52,0.05,7.04
42,2026-02-17 15:46:57,Norte,Deportes,20427,1,405.45,0.0,12.74
43,2026-01-10 01:58:05,Centro,Deportes,36109,2,16.57,0.1,16.21
44,2026-02-11 05:41:45,Centro,Tecnologia,14815,6,48.38,0.2,17.67
45,2026-02-11 05:54:37,Sur,Tecnologia,38368,4,26.2,0.15,2.63
46,2026-02-17 22:43:11,Sur,Tecnologia,18880,4,147.4,0.2,14.03
47,2026-01-27 09:17:37,Norte,Hogar,15616,5,425.7,0.1,16.6
48,2026-01-21 18:50:12,Centro,Hogar,24857,7,26.0,0.1,13.36
49,2026-01-02 00:47:55,Norte,Deportes,5239,2,261.54,0.1,8.42
50,2026-02-20 01:14:17,Norte,Hogar,27566,5,399.3,0.0,1.19
51,2026-01-18 04:05:28,Centro,Deportes,18735,4,309.91,0.15,7.72
52,2026-02-28 04:11:00,Norte,Deportes,24730,4,439.21,0.0,7.37
53,2026-01-23 11:49:51,Centro,Tecnologia,36001,2,391.01,0.05,17.25
54,2026-02-13 14:15:35,Sur,Hogar,26918,7,262.06,0.1,17.64
55,2026-01-19 22:34:31,Centro,Moda,15007,3,124.79,0.1,15.61
56,2026-01-08 14:30:06,Centro,Tecnologia,5669,1,282.05,0.0,12.36
57,2026-02-25 14:38:35,Centro,Deportes,36409,2,424.96,0.0,2.89
58,2026-01-02 01:03:27,Norte,Deportes,17062,6,269.7,0.05,14.07
59,2026-02-11 10:58:35,Norte,Hogar,11525,3,396.97,0.0,9.3
60,2026-01-07 21:59:27,Norte,Tecnologia,7259,4,80.2,0.1,17.11
61,2026-01-09 01:12:49,Norte,Moda,33723,5,413.56,0.0,16.07
62,2026-01-14 08:46:13,Sur,Tecnologia,25031,1,91.9,0.1,10.05
63,2026-01-21 05:59:02,Centro,Hogar,28629,3,145.76,0.15,13.0
64,2026-02-09 22:19:05,Centro,Deportes,28541,1,155.39,0.0,5.67
65,2026-02-17 21:47:03,Norte,Tecnologia,8183,2,216.48,0.05,10.29
66,2026-02-23 14:17:34,Centro,Tecnologia,22739,6,106.49,0.15,13.65
67,2026-01-09 18:16:03,Norte,Deportes,7262,7,86.27,0.1,5.89
68,2026-02-19 13:39:49,Sur,Hogar,26865,7,91.56,0.15,13.9
69,2026-01-04 12:00:18,Centro,Tecnologia,8625,5,165.64,0.1,5.56
70,2026-01-10 14:47:39,Norte,Tecnologia,9085,2,34.03,0.0,10.44
71,2026-01-19 13:12:50,Centro,Tecnologia,22592,5,375.04,0.15,5.18
72,2026-01-29 03:26:50,Occidente,Hogar,1779,2,65.11,0.05,6.51
73,2026-01-25 18:56:29,Norte,Hogar,30381,3,301.02,0.0,12.09
