order_id,order_ts,region,category,customer_id,units,unit_price,discount,shipping_cost
120000,2026-02-23 07:12:27,Sur,Moda,30885,1,440.01,0.05,2.23
120001,2026-02-06 03:26:03,Sur,Hogar,34575,2,162.55,0.0,14.34
120002,2026-02-18 09:26:16,Occidente,Hogar,26780,4,350.39,0.05,17.44
120003,2026-01-01 22:13:54,Centro,Moda,4851,5,73.08,0.0,4.9
120004,2026-01-30 23:16:45,Centro,Hogar,12695,3,322.02,0.1,5.87
120005,2026-01-12 01:46:06,Centro,Moda,35538,2,289.57,0.0,12.05
120006,2026-02-15 06:43:29,Centro,Moda,39346,4,181.79,0.1,9.2
120007,2026-02-20 14:46:20,Centro,Deportes,24549,1,383.39,0.0,1.49
120008,2026-01-11 15:03:38,Occidente,Deportes,6004,4,322.46,0.0,11.22
120009,2026-01-05 11:53:50,Sur,Moda,23999,6,383.93,0.05,11.46
120010,2026-01-26 19:50:35,Centro,Hogar,8119,3,343.39,0.15,14.5
120011,2026-01-12 20:44:37,Centro,Hogar,20130,3,124.63,0.0,9.87
120012,2026-01-29 13:40:54,Centro,Moda,21240,1,180.0,0.05,16.81
120013,2026-02-07 04:13:22,Sur,Tecnologia,31103,1,145.45,0.0,8.41
120014,2026-01-06 16:44:36,Norte,Moda,29406,4,325.15,0.0,12.3
120015,2026-01-06 19:33:50,Occidente,Hogar,30765,5,169.91,0.0,1.03
120016,2026-02-10 01:18:40,Norte,Deportes,8082,3,262.54,0.0,17.62
120017,2026-01-09 23:31:17,Sur,Deportes,37625,1,441.88,0.15,13.72
120018,2026-01-07 04:29:10,Occidente,Moda,38924,7,264.98,0.15,8.33
120019,2026-01-11 15:13:36,Occidente,Tecnologia,23709,5,209.87,0.05,7.54
120020,2026-02-26 03:00:09,Sur,Tecnologia,18445,6,312.21,0.15,6.79
120021,2026-01-08 18:48:38,Sur,Hogar,9507,6,49.78,0.15,4.46
120022,2026-02-18 03:11:35,Centro,Hogar,36953,4,422.79,0.05,10.85
120023,2026-02-28 01:30:34,Norte,Tecnologia,7496,5,27.45,0.0,6.07
120024,2026-01-27 15:20:54,Centro,Hogar,14537,1,90.14,0.15,6.45
120025,2026-02-15 03:27:25,Occidente,Moda,9250,1,321.53,0.0,12.75
120026,2026-01-24 08:41:24,Sur,Deportes,33676,5,407.61,0.0,5.01
120027,2026-01-15 22:54:38,Centro,Moda,3638,7,434.57,0.1,7.74
120028,2026-01-07 07:51:29,Sur,Deportes,17125,4,293.01,0.0,16.04
120029,2026-01-29 22:43:09,Occidente,Tecnologia,4103,7,173.69,0.05,17.43
120030,2026-02-27 18:33:32,Occidente,Deportes,2836,6,243.34,0.05,7.99
120031,2026-01-13 10:53:35,Centro,Deportes,30720,5,212.81,0.0,6.48
120032,2026-01-17 15:15:15,Norte,Hogar,21068,1,258.58,0.0,16.12
120033,2026-01-22 06:26:50,Centro,Tecnologia,18942,3,308.45,0.0,7.16
120034,2026-01-15 18:32:41,Centro,Moda,20685,2,29.62,0.1,9.14
120035,2026-02-23 20:59:07,Sur,Hogar,17765,5,256.45,0.05,4.51
120036,2026-01-20 19:14:50,Sur,Hogar,28473,2,357.46,0.0,1.32
120037,2026-01-04 16:52:39,Centro,Hogar,8226,3,331.49,0.0,15.06
120038,2026-02-08 09:40:22,Sur,Hogar,4193,4,299.74,0.05,3.53
120039,2026-01-12 20:52:44,Occidente,Tecnologia,38337,1,215.33,0.05,11.73
120040,2026-02-10 01:53:43,Sur,Deportes,9868,2,201.74,0.1,11.2
120041,2026-01-16 16:44:12,Occidente,Tecnologia,12418,2,163.96,0.0,5.73
120042,2026-02-11 21:08:32,Centro,Deportes,37597,7,418.68,0.0,17.0
120043,2026-02-26 10:09:53,Norte,Deportes,837,4,117.32,0.05,9.79
