order_id,order_ts,region,category,customer_id,units,unit_price,discount,shipping_cost
480000,2026-02-12 21:29:44,Centro,Tecnologia,7708,7,175.07,0.0,15.41
480001,2026-01-01 01:14:48,Centro,Tecnologia,20585,2,437.63,0.1,8.53
480002,2026-01-08 01:26:45,Norte,Tecnologia,22796,6,355.63,0.0,11.9
480003,2026-01-08 16:17:39,Sur,Deportes,23266,1,128.48,0.0,2.7
480004,2026-01-12 10:16:22,Occidente,Tecnologia,24172,2,205.88,0.0,14.89
480005,2026-01-09 04:05:02,Sur,Moda,30226,2,95.49,0.1,8.4
480006,2026-02-14 18:56:23,Occidente,Deportes,38868,2,368.14,0.1,5.12
480007,2026-01-23 11:00:25,Occidente,Moda,28070,7,71.94,0.0,6.93
480008,2026-01-21 14:06:12,Occidente,Deportes,29374,6,184.18,0.0,6.23
480009,2026-02-06 14:52:26,Centro,Tecnologia,15439,2,293.9,0.0,13.85
480010,2026-02-24 02:51:37,Centro,Tecnologia,12463,7,445.1,0.0,15.72
480011,2026-02-19 09:19:24,Centro,Deportes,2169,6,305.83,0.15,9.07
480012,2026-01-27 19:23:53,Centro,Tecnologia,16994,6,372.87,0.15,4.6
480013,2026-01-08 09:41:49,Sur,Deportes,20583,1,61.61,0.05,13.31
480014,2026-02-18 07:57:18,Sur,Deportes,21956,7,335.72,0.05,9.75
480015,2026-02-03 01:38:05,Sur,Moda,2254,7,408.65,0.1,15.3
480016,2026-01-19 22:53:36,Occidente,Hogar,8014,7,61.61,0.1,12.27
480017,2026-01-17 04:20:14,Centro,Tecnologia,9858,4,91.36,0.0,1.47
480018,2026-01-25 21:22:29,Sur,Deportes,755,5,169.07,0.05,10.01
480019,2026-02-18 16:10:53,Centro,Hogar,27273,5,82.53,0.0,12.28
480020,2026-01-29 13:55:08,Centro,Hogar,19278,6,180.61,0.0,10.03
480021,2026-02-07 20:43:06,Centro,Tecnologia,28780,4,202.63,0.1,9.25
480022,2026-02-12 19:44:27,Occidente,Deportes,23225,5,231.99,0.0,13.52
480023,2026-01-13 16:01:38,Norte,Tecnologia,18489,4,413.32,0.1,12.04
480024,2026-01-28 15:09:36,Centro,Deportes,26916,6,357.62,0.15,13.21
480025,2026-01-03 09:21:22,Centro,Tecnologia,6042,6,228.71,0.1,13.87
480026,2026-01-29 23:22:06,Centro,Tecnologia,34198,5,247.64,0.15,1.7
480027,2026-01-30 00:01:49,Sur,Moda,26913,6,374.83,0.15,13.71
480028,2026-01-05 09:52:01,Sur,Moda,11404,7,316.97,0.15,1.5
480029,2026-01-20 03:45:34,Centro,Deportes,17079,2,258.85,0.2,4.59
480030,2026-01-19 03:02:33,Occidente,Deportes,10453,4,427.53,0.15,6.36
480031,2026-02-26 22:50:10,Sur,Moda,9217,4,315.32,0.1,14.3
480032,2026-02-09 00:58:25,Norte,Tecnologia,19466,2,180.55,0.1,2.8
480033,2026-02-15 23:52:46,Sur,Deportes,26986,1,148.5,0.05,3.65
480034,2026-02-10 06:59:50,Centro,Deportes,10337,4,64.87,0.2,2.26
480035,2026-02-14 15:41:08,Norte,Hogar,2904,7,236.83,0.05,17.42
480036,2026-01-04 05:20:37,Occidente,Tecnologia,749,7,437.61,0.0,9.54
480037,2026-02-28 19:24:50,Norte,Moda,15575,1,343.83,0.05,5.43
480038,2026-01-25 23:20:55,Norte,Deportes,39338,4,374.98,0.05,5.79
480039,2026-02-15 10:58:35,Norte,Hogar,35111,5,23.86,0.0,1.22
480040,2026-02-06 00:20:11,Sur,Moda,27209,4,41.72,0.0,14.59
480041,2026-02-14 11:31:34,Centro,Tecnologia,20000,6,23.76,0.0,1.18
480042,2026-02-28 15:58:55,Occidente,Deportes,2690,5,430.17,0.15,17.52
480043,2026-01-30 15:45:14,Sur,Moda,15347,2,79.36,0.0,7.18
480044,2026-02-27 19:08:19,Occidente,Tecnologia,31844,2,287.11,0.1,1.32
480045,2026-01-23 23:54:14,Centro,Hogar,13107,6,158.47,0.0,13.16
480046,2026-02-04 07:59:12,Centro,Moda,23567,5,449.1,0.15,5.62
480047,2026-01-06 03:53:23,Centro,Tecnologia,28018,2,317.76,0.1,5.6
480048,2026-02-28 07:00:12,Sur,Tecnologia,5680,7,378.34,0.15,7.64
480049,2026-01-03 02:47:05,Centro,Tecnologia,25671,2,283.27,0.0,13.93
480050,2026-02-17 23:47:17,Sur,Deportes,30687,3,29.76,0.0,10.33
480051,2026-02-16 10:38:28,Centro,Tecnologia,28519,5,393.28,0.05,16.22
480052,2026-01-31 12:52:17,Norte,Tecnologia,25333,4,439.37,0.05,6.65
480053,2026-02-09 23:43:06,Sur,Deportes,28611,1,337.11,0.05,15.95
480054,2026-02-15 22:58:53,Norte,Tecnologia,39140,2,17.25,0.1,15.06
480055,2026-01-27 02:24:46,Centro,Deportes,37048,1,209.14,0.0,10.36
480056,2026-01-20 14:13:53,Centro,Deportes,36836,4,229.16,0.0,6.32
480057,2026-01-13 14:12:45,Centro,Moda,29327,4,445.85,0.0,9.72
480058,2026-02-25 17:37:31,Sur,Tecnologia,17465,4,58.96,0.15,12.34
480059,2026-02-17 05:11:09,Norte,Hogar,16278,3,302.45,0.0,10.03
480060,2026-01-11 23:57:02,Centro,Tecnologia,39494,1,39.25,0.0,9.87
480061,2026-01-09 12:48:55,Sur,Moda,18015,4,122.82,0.0,16.37
480062,2026-01-30 15:32:11,Centro,Hogar,29147,7,155.78,0.05,16.19
480063,2026-02-25 05:15:17,Sur,Hogar,24470,1,408.9,0.05,4.86
480064,2026-01-01 01:21:13,Centro,Moda,7566,4,304.46,0.0,8.05
480065,2026-02-17 12:03:29,Norte,Tecnologia,39726,6,273.91,0.1,12.61
480066,2026-02-19 01:14:27,Sur,Moda,6126,4,388.06,0.15,11.09
480067,2026-02-06 01:23:55,Centro,Hogar,37598,4,328.77,0.0,3.37
480068,2026-01-26 17:12:22,Norte,Moda,34153,5,285.22,0.2,3.96
480069,2026-01-20 20:25:17,Norte,Moda,31458,3,350.05,0.0,16.44
480070,2026-02-04 21:11:51,Centro,Moda,9269,3,370.45,0.0,2.44
480071,2026-01-25 08:17:45,Occidente,Deportes,2519,3,90.9,0.1,12.76
480072,2026-02-22 15:28:49,Occidente,Hogar,2268,7,348.0,0.05,7.44
480073,2026-01-02 21:51:53,Sur,Hogar,20365,3,201.54,0.0,17.49
480074,2026-01-25 11:16:03,Centro,Deportes,13993,5,417.39,0.15,17.58
480075,2026-02-21 02:14:40,Sur,Tecnologia,27844,7,279.57,0.15,5.22
480076,2026-02-02 19:18:28,Occidente,Deportes,8055,1,180.66,0.0,8.79
480077,2026-02-13 20:10:07,Occidente,Moda,13537,3,232.89,0.0,15.05
480078,2026-01-17 08:25:21,Occidente,Tecnologia,36484,2,406.64,0.2,12.68
480079,2026-01-06 17:37:49,Sur,Tecnologia,16914,3,161.99,0.15,12.18
480080,2026-01-07 01:53:22,Occidente,Moda,30583,3,281.93,0.1,4.68
480081,2026-02-01 05:12:18,Centro,Hogar,2180,4,174.29,0.0,13.29
480082,2026-01-01 15:59:27,Occidente,Deportes,8179,4,279.7,0.1,10.34
480083,2026-01-20 12:39:41,Norte,Hogar,13517,5,366.63,0.1,15.92
480084,2026-02-07 01:19:12,Centro,Tecnologia,29926,5,441.79,0.0,5.35
480085,2026-02-01 01:15:08,Norte,Tecnologia,31070,4,97.56,0.1,7.25
480086,2026-02-15 09:22:33,Occidente,Tecnologia,39961,7,11.49,0.0,1.39
480087,2026-02-05 07:28:47,Sur,Moda,36170,2,329.49,0.0,5.97
480088,2026-01-15 15:14:50,Occidente,Tecnologia,16102,1,119.13,0.1,5.94
480089,2026-01-29 02:18:15,Centro,Hogar,32837,7,401.77,0.1,17.64
480090,2026-01-05 17:47:24,Sur,Moda,36831,6,103.37,0.0,9.08
480091,2026-02-16 07:04:50,Sur,Moda,3501,7,53.72,0.05,6.42
480092,2026-01-25 22:45:09,Sur,Tecnologia,26911,6,240.4,0.0,14.23
480093,2026-02-04 13:58:58,Sur,Deportes,1460,1,269.99,0.0,17.09
480094,2026-01-01 05:03:45,Sur,Tecnologia,25375,3,278.76,0.0,17.02
480095,2026-02-03 20:20:10,Occidente,Hogar,27373,3,381.15,0.1,16.03
480096,2026-02-20 06:11:33,Occidente,Moda,19423,5,297.63,0.0,6.98
480097,2026-02-10 14:11:25,Sur,Hogar,11174,3,30.11,0.0,7.42
480098,2026-01-02 10:11:08,Centro,Moda,22213,1,375.33,0.0,10.23
480099,2026-02-15 01:54:22,Norte,Tecnologia,32245,5,226.63,0.1,12.93
480100,2026-01-15 14:00:53,Centro,Hogar,20871,5,27.46,0.0,9.89
480101,2026-01-24 11:05:47,Norte,Moda,33568,7,58.33,0.1,16.87
480102,2026-01-29 21:33:37,Sur,Tecnologia,36717,7,60.19,0.1,6.79
480103,2026-01-19 22:56:45,Sur,Tecnologia,10103,2,323.25,0.1,13.18
480104,2026-02-15 23:34:14,Centro,Moda,26784,7,369.4,0.0,1.71
480105,2026-02-04 22:56:43,Centro,Moda,16320,1,434.56,0.15,10.25
480106,2026-01-12 20:59:51,Sur,Moda,30265,6,198.16,0.05,10.96
480107,2026-02-19 09:43:37,Occidente,Tecnologia,4373,7,87.12,0.0,3.87
480108,2026-01-15 09:10:50,Norte,Tecnologia,26967,1,71.92,0.2,15.07
480109,2026-02-19 19:10:06,Sur,Hogar,26049,3,163.24,0.05,13.95
480110,2026-02-14 00:39:27,Centro,Tecnologia,5986,3,171.19,0.05,7.72
480111,2026-02-27 09:15:37,Occidente,Tecnologia,988,6,61.05,0.1,10.0
480112,2026-01-31 19:44:03,Sur,Moda,34600,3,349.22,0.15,4.32
480113,2026-01-22 11:24:16,Occidente,Tecnologia,14702,6,140.83,0.1,12.14
480114,2026-01-13 15:36:44,Sur,Deportes,38278,3,421.94,0.2,3.49
480115,2026-02-28 02:22:38,Norte,Moda,20612,5,382.64,0.0,13.68
480116,2026-02-12 11:42:08,Norte,Deportes,102,5,248.68,0.0,14.21
480117,2026-02-03 16:39:00,Occidente,Moda,7106,5,236.89,0.15,2.84
480118,2026-02-14 23:49:57,Centro,Tecnologia,37672,2,343.04,0.0,14.91
480119,2026-01-01 09:22:35,Occidente,Hogar,37560,3,30.35,0.0,7.44
480120,2026-02-28 16:10:13,Sur,Hogar,12075,3,13.42,0.0,2.73
480121,2026-01-18 04:30:13,Sur,Deportes,4951,2,213.39,0.0,17.92
480122,2026-01-14 23:08:36,Centro,Tecnologia,14891,4,383.4,0.1,10.18
480123,2026-01-27 00:23:38,Sur,Hogar,15450,7,11.66,0.2,9.43
480124,2026-02-01 01:33:34,Centro,Tecnologia,11836,5,377.75,0.2,12.53
480125,2026-02-03 05:49:06,Centro,Tecnologia,22771,6,271.84,0.05,8.92
480126,2026-02-26 22:08:49,Centro,Hogar,9890,1,181.05,0.0,6.41
480127,2026-02-16 01:55:57,Occidente,Tecnologia,29866,5,39.29,0.0,3.12
480128,2026-02-23 18:02:49,Centro,Tecnologia,38395,2,10.07,0.0,16.76
480129,2026-02-26 17:07:12,Norte,Deportes,23486,4,373.91,0.05,9.42
480130,2026-02-25 03:44:26,Norte,Moda,1737,5,120.59,0.0,2.71
480131,2026-02-08 23:20:08,Centro,Deportes,15835,1,398.38,0.0,1.76
480132,2026-02-12 17:23:56,Centro,Deportes,833,7,312.86,0.15,16.81
480133,2026-01-06 07:39:40,Sur,Deportes,32070,1,155.02,0.1,4.44
480134,2026-01-15 18:57:38,Occidente,Tecnologia,7645,4,17.91,0.15,10.06
480135,2026-01-29 04:10:05,Sur,Hogar,17620,3,273.7,0.05,2.38
480136,2026-01-14 06:17:34,Occidente,Hogar,26605,5,305.81,0.0,3.46
480137,2026-01-23 06:30:49,Norte,Hogar,14916,5,282.48,0.1,15.6
480138,2026-02-02 06:12:29,Occidente,Moda,28528,6,425.77,0.05,6.97
480139,2026-02-02 20:03:41,Sur,Tecnologia,1074,1,408.4,0.1,12.95
480140,2026-01-06 11:51:23,Norte,Hogar,18688,5,318.55,0.15,12.81
480141,2026-02-01 16:38:32,Occidente,Hogar,33826,6,172.0,0.0,11.6
480142,2026-02-23 01:57:39,Sur,Hogar,11695,4,382.03,0.1,14.57
480143,2026-01-21 06:28:55,Sur,Tecnologia,27235,4,26.63,0.15,4.26
480144,2026-01-24 16:57:37,Sur,Moda,18810,6,116.45,0.1,12.49
480145,2026-01-01 10:54:55,Norte,Hogar,5882,3,180.52,0.05,13.7
480146,2026-02-04 12:20:44,Norte,Moda,11996,7,210.83,0.0,9.31
480147,2026-02-12 04:54:37,Norte,Tecnologia,8050,1,92.41,0.2,10.73
480148,2026-01-03 01:03:32,Centro,Moda,28626,4,248.9,0.0,2.51
480149,2026-02-01 17:02:30,Centro,Tecnologia,18188,5,148.1,0.05,5.39
480150,2026-02-01 17:54:20,Sur,Hogar,16740,4,31.19,0.05,14.18
480151,2026-02-25 03:29:01,Norte,Tecnologia,36774,3,171.43,0.1,3.55
